Year,Time,Forest type,Site #,Site name,Plant Species,Plot #,Cage,Treatment,Height (cm),Leaf1.L,Leaf 2.L,Leaf 3.L,Leaf 4.L,Leaf 5.L,Leaf 6.L,Leaf7.L,Leaf8.L,Leaf9.L,Leaf10.L,Leaf1.Area,Leaf2.Area,Leaf3.Area,Leaf4.Area,Leaf5.Area,Leaf6.Area,Leaf7.Area,Leaf8.Area,Leaf9.Area,Leaf10.Area,Total.LA,leaf.dw.g
2007,1,C,5,Kaula 3,C,527,CO,CO,3.3,5.7,5.7,,,,,,,,,12.32162616,12.32162616,0,0,0,0,0,0,0,0,24.6,55.3
2007,1,C,5,Kaula 3,C,528,CO,FE,3.5,NL,,,,,,,,,,3.5,,,,,,,,,,3.5,50.7
2007,1,C,4,Kaula 4,C,529,CA,CF,4.3,4.5,8.4,,,,,,,,,8.640951882,22.05260602,0,0,0,0,0,0,0,0,30.7,56.6
2007,1,C,4,Kaula 4,C,530,CA,CA,6,14.3,14.4,,,,,,,,,49.01163698,49.52702246,0,0,0,0,0,0,0,0,98.5,71.6
2007,1,C,5,Kaula 3,C,533,CO,FE,4.4,8.6,,,,,,,,,,22.84546002,0,0,0,0,0,0,0,0,0,22.8,54.9
2007,1,C,4,Kaula 4,C,534,CA,CF,3,NL,,,,,,,,,,3,,,,,,,,,,3,50.6
2007,1,C,4,Kaula 4,C,535,CA,CA,7.3,11.2,11.3,,,,,,,,,33.96295394,34.41916528,0,0,0,0,0,0,0,0,68.4,64.9
2007,1,C,5,Kaula 3,C,537,CO,CO,6,13.2,13.1,,,,,,,,,43.46281091,42.96949248,0,0,0,0,0,0,0,0,86.4,68.9
2007,1,C,5,Kaula 3,C,538,CO,FE,4.2,NL,,,,,,,,,,4.2,,,,,,,,,,4.2,50.8
2007,1,C,4,Kaula 4,C,539,CA,CF,4,NL,,,,,,,,,,4,,,,,,,,,,4,50.8
2007,1,C,4,Kaula 4,C,540,CA,CA,5.2,8.2,8.1,,,,,,,,,21.26915597,20.88099282,0,0,0,0,0,0,0,0,42.2,59.2
2007,1,C,5,Kaula 3,C,542,CO,CO,5,6.5,6.5,,,,,,,,,15.00681477,15.00681477,0,0,0,0,0,0,0,0,30,56.5
2007,1,C,5,Kaula 3,C,543,CO,FE,1.8,NL,,,,,,,,,,1.8,,,,,,,,,,1.8,50.3
2007,1,C,4,Kaula 4,C,569,CO,CO,4.4,NL,,,,,,,,,,4.4,,,,,,,,,,4.4,50.9
2007,1,C,5,Kaula 3,C,582,CO,CO,10,16.5,22.2,22.3,,,,,,,,60.75603602,94.84943151,95.4914993,0,0,0,0,0,0,0,251.1,105.1
2007,1,C,3,Para 3,C,590,CO,PC,3.6,NL,,,,,,,,,,3.6,,,,,,,,,,3.6,50.7
2007,1,C,3,Para 3,C,591,CO,CO,5,9,,,,,,,,,,24.45894459,0,0,0,0,0,0,0,0,0,24.5,55.3
2007,1,C,3,Para 3,C,592,CO,FE,1.1,NL,,,,,,,,,,1.1,,,,,,,,,,1.1,50.1
2007,1,C,3,Para 3,C,593,CA,CA,3.8,NL,,,,,,,,,,3.8,,,,,,,,,,3.8,50.7
2007,1,C,3,Para 3,C,597,CA,CF,1.2,NL,,,,,,,,,,1.2,,,,,,,,,,1.2,50.2
2008,2,N,1,Sand 4,C,1,CA,CA,7,12.5,12.5,,,,,,,,,40.04938974,40.04938974,0,0,0,0,0,0,0,0,80.1,67.5
2008,2,N,1,Sand 4,C,2,CA,CF,5.5,7.9,,,,,,,,,,20.11186333,0,0,0,0,0,0,0,0,0,20.1,54.3
2008,2,N,1,Sand 4,C,4,CO,CO,0.7,5.2,5.2,,,,,,,,,10.73536714,10.73536714,0,0,0,0,0,0,0,0,21.5,54.6
2008,2,N,1,Sand 4,C,5,CO,FE,7.1,17.8,17.6,37,37,,,,,,,68.08159908,66.93655362,204.198191,204.198191,0,0,0,0,0,0,543.4,169.4
2008,2,N,1,Sand 4,C,6,CA,CA,6.6,24.6,24.6,29,29,,,,,,,110.6514149,110.6514149,141.6543504,141.6543504,0,0,0,0,0,0,504.6,160.9
2008,2,N,1,Sand 4,C,7,CA,CF,,6.5,6.5,4.5,,,,,,,,15.00681477,15.00681477,8.640951882,0,0,0,0,0,0,0,38.7,58.4
2008,2,N,1,Sand 4,C,9,CO,CO,4.6,14.5,14.5,,,,,,,,,50.04420454,50.04420454,0,0,0,0,0,0,0,0,100.1,71.9
2008,2,N,1,Sand 4,C,10,CO,FE,4.5,9.3,9.3,15,15,,,,,,,25.69295382,25.69295382,52.65684949,52.65684949,0,0,0,0,0,0,156.7,84.4
2008,2,N,1,Sand 4,C,11,CA,CA,6.2,14.5,14.4,23,23,,,,,,,50.04420454,49.52702246,100.0262384,100.0262384,0,0,0,0,0,0,299.6,115.8
2008,2,N,1,Sand 4,C,12,CA,CF,7,24,25.2,25.2,,,,,,,,106.6250818,114.7272633,114.7272633,0,0,0,0,0,0,0,336.1,123.8
2008,2,N,1,Sand 4,C,14,CO,CO,5.4,10.6,10.6,14.5,,,,,,,,31.26877854,31.26877854,50.04420454,0,0,0,0,0,0,0,112.6,74.7
2008,2,N,1,Sand 4,C,15,CO,FE,11.9,22.9,22.9,34.1,34,,,,,,,99.37412664,99.37412664,180.6516284,179.8569749,0,0,0,0,0,0,559.3,172.9
2008,2,N,1,Sand 4,C,16,CA,CA,6,13.5,17.5,17.5,,,,,,,,44.95399596,66.36646676,66.36646676,0,0,0,0,0,0,0,177.7,89
2008,2,N,1,Sand 4,C,17,CA,CF,9,25.6,25.6,32,,,,,,,,117.471711,117.471711,164.2120091,0,0,0,0,0,0,0,399.2,137.7
2008,2,N,1,Sand 4,C,19,CO,CO,6.2,22,22,25,25.1,,,,,,,93.56964213,93.56964213,113.3631824,114.044542,0,0,0,0,0,0,414.5,141.1
2008,2,N,1,Sand 4,C,21,CA,CA,2.5,6.6,10,9.8,,,,,,,,15.35471231,28.64997731,27.79417224,0,0,0,0,0,0,0,71.8,65.7
2008,2,N,1,Sand 4,C,22,CA,CF,6,17.2,17.5,17.9,17.9,,,,,,,64.66600536,66.36646676,68.65654855,68.65654855,0,0,0,0,0,0,268.3,108.9
2008,2,N,1,Sand 4,C,24,CO,CO,not intact,5.4,,,,,,,,,,11.36110452,0,0,0,0,0,0,0,0,0,11.4,52.4
2008,2,N,1,Sand 4,C,25,CO,FE,not intact,28,28,24.3,,,,,,,,134.385745,134.385745,108.6320211,0,0,0,0,0,0,0,377.4,132.9
2008,2,N,2,Sand 3,C,27,CO,PC,8.2,23,23,25.5,25.5,,,,,,,100.0262384,100.0262384,116.78357,116.78357,0,0,0,0,0,0,433.6,145.3
2008,2,N,2,Sand 3,C,28,CO,CO,4.2,21.6,21.7,34.6,34.9,21.6,21.6,,,,,91.02754041,91.6608729,184.6423905,187.0507831,91.02754041,91.02754041,0,0,0,0,736.4,211.9
2008,2,N,2,Sand 3,C,29,CO,FE,9.5,19.5,20,,,,,,,,,78.07198785,81.09618212,0,0,0,0,0,0,0,0,159.2,84.9
2008,2,N,2,Sand 3,C,30,CA,CA,5.2,28.5,28.5,,,,,,,,,138.0040722,138.0040722,0,0,0,0,0,0,0,0,276,110.6
2008,2,N,2,Sand 3,C,31,CA,CF,2.4,7.4,8.2,8.2,7.4,,,,,,,18.23173572,21.26915597,21.26915597,18.23173572,0,0,0,0,0,0,79,67.3
2008,2,N,2,Sand 3,C,32,CO,PC,5.8,16.3,16.1,8.6,,,,,,,,59.65393481,58.55858916,22.84546002,0,0,0,0,0,0,0,141.1,80.9
2008,2,N,2,Sand 3,C,33,CO,CO,4.5,24.5,24.5,16.5,17,,,,,,,109.9769045,109.9769045,60.75603602,63.54057757,0,0,0,0,0,0,344.3,125.6
2008,2,N,2,Sand 3,C,34,CO,FE,11.6,27.5,27.5,37.5,37.4,,,,,,,130.7996521,130.7996521,208.3543722,207.520901,0,0,0,0,0,0,677.5,198.9
2008,2,N,2,Sand 3,C,35,CA,CA,7.7,24.7,24.7,23.5,23.5,,,,,,,111.3273006,111.3273006,103.3080705,103.3080705,0,0,0,0,0,0,429.3,144.3
2008,2,N,2,Sand 3,C,36,CA,CF,2.5,7,11.1,11.1,,,,,,,,16.77262164,33.5087792,33.5087792,0,0,0,0,0,0,0,83.8,68.3
2008,2,N,2,Sand 3,C,37,CO,PC,9.1,17.1,17.2,20.4,20.4,,,,,,,64.10246697,64.66600536,83.54301155,83.54301155,0,0,0,0,0,0,295.9,115
2008,2,N,2,Sand 3,C,38,CO,CO,11.2,28,28,30.2,,,,,,,,134.385745,134.385745,150.5437411,0,0,0,0,0,0,0,419.3,142.1
2008,2,N,2,Sand 3,C,39,CO,FE,8,17.1,17.2,,,,,,,,,64.10246697,64.66600536,0,0,0,0,0,0,0,0,128.8,78.2
2008,2,N,2,Sand 3,C,40,CA,CA,none,21.4,21.4,22.2,22.2,10.2,,,,,,89.76528156,89.76528156,94.84943151,94.84943151,29.5144028,0,0,0,0,0,398.7,137.6
2008,2,N,2,Sand 3,C,41,CA,CF,6.1,14.8,14.8,18.5,18.5,,,,,,,51.6064688,51.6064688,72.13993784,72.13993784,0,0,0,0,0,0,247.5,104.3
2008,2,N,2,Sand 3,C,43,CO,CO,5,14,13.5,,,,,,,,,47.47632309,44.95399596,0,0,0,0,0,0,0,0,92.4,70.2
2008,2,N,2,Sand 3,C,44,CO,FE,5.4,14.2,14.2,14.5,14.1,,,,,,,48.49805437,48.49805437,50.04420454,47.98628094,0,0,0,0,0,0,195,92.8
2008,2,N,2,Sand 3,C,45,CA,CA,4.6,17.4,17.4,,,,,,,,,65.79800998,65.79800998,0,0,0,0,0,0,0,0,131.6,78.8
2008,2,N,2,Sand 3,C,46,CA,CF,12.8,27.2,27.2,,,,,,,,,128.6635897,128.6635897,0,0,0,0,0,0,0,0,257.3,106.5
2008,2,N,2,Sand 3,C,47,CO,PC,none,12.5,9.6,9.6,,,,,,,,40.04938974,26.94707494,26.94707494,0,0,0,0,0,0,0,93.9,70.6
2008,2,N,2,Sand 3,C,48,CO,CO,11,30.5,29,29.1,,,,,,,,152.7941656,141.6543504,142.3882158,0,0,0,0,0,0,0,436.8,146
2008,2,N,2,Sand 3,C,49,CO,FE,5.7,19.7,19.5,9.2,,,,,,,,79.27705972,78.07198785,25.27936671,0,0,0,0,0,0,0,182.6,90.1
2008,2,N,2,Sand 3,C,50,CA,CA,4.7,,,,,,,,,,,4.7,,,,,,,,,,4.7,50.9
2008,2,N,3,East 2,C,51,CA,CF,8,28,27.5,22.5,22.5,,,,,,,134.385745,130.7996521,96.77996489,96.77996489,0,0,0,0,0,0,458.7,150.8
2008,2,N,3,East 2,C,52,CO,PC,11.7,18,,,,,,,,,,69.23310981,0,0,0,0,0,0,0,0,0,69.2,65.1
2008,2,N,3,East 2,C,53,CO,CO,2.5,23.5,23.1,24.5,24.5,,,,,,,103.3080705,100.6797724,109.9769045,109.9769045,0,0,0,0,0,0,423.9,143.2
2008,2,N,3,East 2,C,54,CO,FE,,13.5,18,23.5,25,,,,,,,44.95399596,69.23310981,103.3080705,113.3631824,0,0,0,0,0,0,330.9,122.7
2008,2,N,3,East 2,C,55,CA,CA,14.5,26.1,26.1,,,,,,,,,120.9325882,120.9325882,0,0,0,0,0,0,0,0,241.9,103.1
2008,2,N,3,East 2,C,56,CA,CF,3.2,7.5,11,,,,,,,,,18.60281832,33.05665018,0,0,0,0,0,0,0,0,51.7,61.3
2008,2,N,3,East 2,C,57,CO,PC,6,13.8,13.8,18,18,,,,,,,46.46188001,46.46188001,69.23310981,69.23310981,0,0,0,0,0,0,231.4,100.8
2008,2,N,3,East 2,C,58,CO,CO,4.3,13.5,13.5,11,11.5,18.5,18.5,,,,,44.95399596,44.95399596,33.05665018,35.33766184,72.13993784,72.13993784,0,0,0,0,302.6,116.5
2008,2,N,3,East 2,C,59,CO,FE,2,10,10,,,,,,,,,28.64997731,28.64997731,0,0,0,0,0,0,0,0,57.3,62.5
2008,2,N,3,East 2,C,60,CA,CA,4,12.5,15,14.8,,,,,,,,40.04938974,52.65684949,51.6064688,0,0,0,0,0,0,0,144.3,81.6
2008,2,N,3,East 2,C,61,CA,CF,5,18.5,18.2,,,,,,,,,72.13993784,70.39104989,0,0,0,0,0,0,0,0,142.5,81.2
2008,2,N,3,East 2,C,62,CO,PC,4.2,7.2,13,12.8,,,,,,,,17.49710076,42.4780575,41.50086681,0,0,0,0,0,0,0,101.5,72.2
2008,2,N,3,East 2,C,63,CO,CO,4.8,20.3,20,10.9,,,,,,,,82.92902985,81.09618212,32.60657616,0,0,0,0,0,0,0,196.6,93.1
2008,2,N,3,East 2,C,64,CO,FE,7.6,,,,,,,,,,,7.6,,,,,,,,,,7.6,51.6
2008,2,N,3,East 2,C,65,CA,CA,7,16,16,,,,,,,,,58.01346269,58.01346269,0,0,0,0,0,0,0,0,116,75.4
2008,2,N,3,East 2,C,66,CA,CF,5.5,10.5,10.6,,,,,,,,,30.82701964,31.26877854,0,0,0,0,0,0,0,0,62.1,63.6
2008,2,N,3,East 2,C,67,CO,PC,10,18.7,19.2,,,,,,,,,73.31379788,76.27597306,0,0,0,0,0,0,0,0,149.6,82.8
2008,2,N,3,East 2,C,68,CO,CO,4.3,,,,,,,,,,,4.3,,,,,,,,,,4.3,50.8
2008,2,N,3,East 2,C,69,CO,FE,5,6.5,12.2,12.2,,,,,,,,15.00681477,38.6152654,38.6152654,0,0,0,0,0,0,0,92.2,70.2
2008,2,N,3,East 2,C,70,CA,CA,4.5,30.5,31,21.7,22,,,,,,,152.7941656,156.5695563,91.6608729,93.56964213,0,0,0,0,0,0,494.6,158.7
2008,2,N,3,East 2,C,71,CA,CF,8.4,27.5,27.5,25.5,,,,,,,,130.7996521,130.7996521,116.78357,0,0,0,0,0,0,0,378.4,133.1
2008,2,N,3,East 2,C,72,CO,PC,4.5,11.5,20.5,31.6,,,,,,,,35.33766184,84.15850327,161.1404462,0,0,0,0,0,0,0,280.6,111.6
2008,2,N,3,East 2,C,73,CO,CO,12,32,32,37.3,,,,,,,,164.2120091,164.2120091,206.6885458,0,0,0,0,0,0,0,535.1,167.6
2008,2,N,3,East 2,C,74,CO,FE,5.2,7.5,,,,,,,,,,18.60281832,0,0,0,0,0,0,0,0,0,18.6,54
2008,2,N,3,East 2,C,75,CA,CA,6,18,18,18,23.5,,,,,,,69.23310981,69.23310981,69.23310981,103.3080705,0,0,0,0,0,0,311,118.3
2008,2,N,4,East 4,C,76,CO,FE,3.5,6,,,,,,,,,,13.30782632,0,0,0,0,0,0,0,0,0,13.3,52.8
2008,2,N,4,East 4,C,77,CA,CA,5.5,7.7,,,,,,,,,,19.3524302,0,0,0,0,0,0,0,0,0,19.4,54.1
2008,2,N,4,East 4,C,78,CA,CF,5,17.9,17.9,18.6,18.6,,,,,,,68.65654855,68.65654855,72.72607724,72.72607724,0,0,0,0,0,0,282.8,112.1
2008,2,N,4,East 4,C,80,CO,CO,3,12,14,12,21.5,21,,,,,,37.66892711,47.47632309,37.66892711,90.3956755,87.25848444,0,0,0,0,0,300.5,116
2008,2,N,4,East 4,C,81,CO,FE,2,10,19.6,19.6,12.9,,,,,,,28.64997731,78.67375355,78.67375355,41.98851317,0,0,0,0,0,0,228,100
2008,2,N,4,East 4,C,82,CA,CA,5.5,14.5,16.5,16.5,,,,,,,,50.04420454,60.75603602,60.75603602,0,0,0,0,0,0,0,171.6,87.6
2008,2,N,4,East 4,C,83,CA,CF,4,18,16.5,16.4,,,,,,,,69.23310981,60.75603602,60.20414355,0,0,0,0,0,0,0,190.2,91.7
2008,2,N,4,East 4,C,85,CO,CO,11.2,28.6,28.6,28.1,,,,,,,,138.7315807,138.7315807,135.1068408,0,0,0,0,0,0,0,412.6,140.7
2008,2,N,4,East 4,C,86,CO,FE,9.2,18,29.4,,,,,,,,,69.23310981,144.597392,0,0,0,0,0,0,0,0,213.8,96.9
2008,2,N,4,East 4,C,87,CA,CA,4,25.5,25.5,14.5,15.5,15.5,,,,,,116.78357,116.78357,50.04420454,55.31350698,55.31350698,0,0,0,0,0,394.2,136.6
2008,2,N,4,East 4,C,88,CA,CF,5.5,21.5,21.6,19.4,,,,,,,,90.3956755,91.02754041,77.47176655,0,0,0,0,0,0,0,258.9,106.8
2008,2,N,4,East 4,C,90,CO,CO,3.1,,,,,,,,,,,3.1,,,,,,,,,,3.1,50.6
2008,2,N,4,East 4,C,91,CO,FE,7.4,9.5,9.5,16.5,16.5,,,,,,,26.52681974,26.52681974,60.75603602,60.75603602,0,0,0,0,0,0,174.6,88.3
2008,2,N,4,East 4,C,92,CA,CA,4.2,7.2,,,,,,,,,,17.49710076,0,0,0,0,0,0,0,0,0,17.5,53.7
2008,2,N,4,East 4,C,93,CA,CF,4.5,9,9,,,,,,,,,24.45894459,24.45894459,0,0,0,0,0,0,0,0,48.9,60.7
2008,2,N,4,East 4,C,95,CO,CO,10.8,22.8,22.8,34.5,,,,,,,,98.72344028,98.72344028,183.8419111,0,0,0,0,0,0,0,381.3,133.8
2008,2,N,5,Holei 1,C,96,CA,CA,5.5,8.3,,,,,,,,,,21.65969849,0,0,0,0,0,0,0,0,0,21.7,54.7
2008,2,N,5,Holei 1,C,97,CA,CF,6,16,16,,,,,,,,,58.01346269,58.01346269,0,0,0,0,0,0,0,0,116,75.4
2008,2,N,5,Holei 1,C,99,CO,CO,3.5,22.7,22.7,20.3,,,,,,,,98.07418245,98.07418245,82.92902985,0,0,0,0,0,0,0,279.1,111.3
2008,2,N,5,Holei 1,C,100,CO,FE,12,8.7,8.7,,,,,,,,,23.24537905,23.24537905,0,0,0,0,0,0,0,0,46.5,60.1
2008,2,N,5,Holei 1,C,101,CA,CA,13.5,21,31,31,,,,,,,,87.25848444,156.5695563,156.5695563,0,0,0,0,0,0,0,400.4,138
2008,2,N,5,Holei 1,C,102,CA,CF,7.5,16.1,20.5,,,,,,,,,58.55858916,84.15850327,0,0,0,0,0,0,0,0,142.7,81.3
2008,2,N,5,Holei 1,C,104,CO,CO,9.5,21.1,21.1,,,,,,,,,87.88295998,87.88295998,0,0,0,0,0,0,0,0,175.8,88.6
2008,2,N,5,Holei 1,C,105,CO,FE,6,19.4,19.4,21.5,22.5,,,,,,,77.47176655,77.47176655,90.3956755,96.77996489,0,0,0,0,0,0,342.1,125.2
2008,2,N,5,Holei 1,C,106,CA,CA,5,5.5,,,,,,,,,,11.67838304,0,0,0,0,0,0,0,0,0,11.7,52.5
2008,2,N,5,Holei 1,C,107,CA,CF,5.5,26,23,27.2,23.3,,,,,,,120.2377318,100.0262384,128.6635897,101.9910952,0,0,0,0,0,0,450.9,149.1
2008,2,N,5,Holei 1,C,109,CO,CO,4,7,12.2,12.2,,,,,,,,16.77262164,38.6152654,38.6152654,0,0,0,0,0,0,0,94,70.6
2008,2,N,5,Holei 1,C,110,CO,FE,5.2,16,16,17.2,17.5,,,,,,,58.01346269,58.01346269,64.66600536,66.36646676,0,0,0,0,0,0,247.1,104.2
2008,2,N,5,Holei 1,C,111,CA,CA,9,26.5,26.5,,,,,,,,,123.7253422,123.7253422,0,0,0,0,0,0,0,0,247.5,104.3
2008,2,N,5,Holei 1,C,112,CA,CF,7,,,,,,,,,,,7,,,,,,,,,,7,51.4
2008,2,N,5,Holei 1,C,114,CO,CO,6.9,18.5,20.4,22,21.5,,,,,,,72.13993784,83.54301155,93.56964213,90.3956755,0,0,0,0,0,0,339.6,124.6
2008,2,N,5,Holei 1,C,115,CO,FE,3.5,7.1,,,,,,,,,,17.13358287,0,0,0,0,0,0,0,0,0,17.1,53.7
2008,2,C,1,Holei 4,C,116,CA,CA,4.3,9.5,14,14.5,,,,,,,,26.52681974,47.47632309,50.04420454,0,0,0,0,0,0,0,124,77.2
2008,2,C,1,Holei 4,C,117,CA,CF,5.2,35,35.2,20.6,20.5,17.2,,,,,,187.8558931,189.4695722,84.77550134,84.15850327,64.66600536,0,0,0,0,0,610.9,184.3
2008,2,C,1,Holei 4,C,119,CO,CO,5.1,20.5,20.3,27,27.3,,,,,,,84.15850327,82.92902985,127.2460848,129.3743056,0,0,0,0,0,0,423.7,143.1
2008,2,C,1,Holei 4,C,120,CO,FE,7,18,18,21.5,,,,,,,,69.23310981,69.23310981,90.3956755,0,0,0,0,0,0,0,228.9,100.2
2008,2,C,1,Holei 4,C,121,CA,CA,none,14.1,16,16,,,,,,,,47.98628094,58.01346269,58.01346269,0,0,0,0,0,0,0,164,86
2008,2,C,1,Holei 4,C,122,CA,CF,4.5,15.6,15.9,17.8,17.9,,,,,,,55.85005651,57.47004082,68.08159908,68.65654855,0,0,0,0,0,0,250.1,104.9
2008,2,C,1,Holei 4,C,124,CO,CO,8.1,8.3,,,,,,,,,,21.65969849,0,0,0,0,0,0,0,0,0,21.7,54.7
2008,2,C,1,Holei 4,C,125,CO,FE,4.6,22,22,23,22.5,,,,,,,93.56964213,93.56964213,100.0262384,96.77996489,0,0,0,0,0,0,383.9,134.4
2008,2,C,1,Holei 4,C,126,CA,CA,5.5,18,18,18.5,18.5,,,,,,,69.23310981,69.23310981,72.13993784,72.13993784,0,0,0,0,0,0,282.7,112.1
2008,2,C,1,Holei 4,C,127,CA,CF,7.9,14,14,,,,,,,,,47.47632309,47.47632309,0,0,0,0,0,0,0,0,95,70.8
2008,2,C,1,Holei 4,C,129,CO,CO,2.6,14,14,12.8,12.8,,,,,,,47.47632309,47.47632309,41.50086681,41.50086681,0,0,0,0,0,0,178,89
2008,2,C,1,Holei 4,C,130,CO,FE,8,18,18,,,,,,,,,69.23310981,69.23310981,0,0,0,0,0,0,0,0,138.5,80.4
2008,2,C,1,Holei 4,C,131,CA,CA,5,23.3,23.3,25.7,25.7,,,,,,,101.9910952,101.9910952,118.1612002,118.1612002,0,0,0,0,0,0,440.3,146.8
2008,2,C,1,Holei 4,C,132,CA,CF,4.5,9.5,9.5,,,,,,,,,26.52681974,26.52681974,0,0,0,0,0,0,0,0,53.1,61.6
2008,2,C,1,Holei 4,C,134,CO,CO,6,10.22,16.5,16.5,,,,,,,,29.60131619,60.75603602,60.75603602,0,0,0,0,0,0,0,151.1,83.1
2008,2,C,1,Holei 4,C,135,CO,FE,12,30,30,,,,,,,,,149.0496628,149.0496628,0,0,0,0,0,0,0,0,298.1,115.5
2008,2,C,1,Holei 4,C,136,CA,CA,none,11.5,9.7,9.5,18.5,18.5,,,,,,35.33766184,27.36952956,26.52681974,72.13993784,72.13993784,0,0,0,0,0,233.5,101.3
2008,2,C,1,Holei 4,C,137,CA,CF,5,23,23,12,12,10.5,,,,,,100.0262384,100.0262384,37.66892711,37.66892711,30.82701964,0,0,0,0,0,306.2,117.3
2008,2,C,1,Holei 4,C,139,CO,CO,6,10.5,10.5,,,,,,,,,30.82701964,30.82701964,0,0,0,0,0,0,0,0,61.7,63.5
2008,2,C,1,Holei 4,C,140,CO,FE,5.5,16.6,23.6,32.5,32.5,,,,,,,61.30960714,103.9686704,168.0785897,168.0785897,0,0,0,0,0,0,501.4,160.2
2008,2,C,2,Aviation 2,C,141,CA,CF,0.6,8.5,8.7,8.7,,,,,,,,22.44786447,23.24537905,23.24537905,0,0,0,0,0,0,0,68.9,65.1
2008,2,C,2,Aviation 2,C,142,CO,PC,13,24.2,24.2,,,,,,,,,107.9616537,107.9616537,0,0,0,0,0,0,0,0,215.9,97.4
2008,2,C,2,Aviation 2,C,143,CO,CO,6.6,18.7,18.7,12.2,,,,,,,,73.31379788,73.31379788,38.6152654,0,0,0,0,0,0,0,185.2,90.6
2008,2,C,2,Aviation 2,C,144,CO,FE,4.7,13.2,22.8,21.5,,,,,,,,43.46281091,98.72344028,90.3956755,0,0,0,0,0,0,0,232.6,101.1
2008,2,C,2,Aviation 2,C,145,CA,CA,7.1,15,15,,,,,,,,,52.65684949,52.65684949,0,0,0,0,0,0,0,0,105.3,73.1
2008,2,C,2,Aviation 2,C,146,CA,CF,11.4,38.2,38.2,,,,,,,,,214.2197935,214.2197935,0,0,0,0,0,0,0,0,428.4,144.1
2008,2,C,2,Aviation 2,C,147,CO,PC,6.5,16.3,18.4,17.5,,,,,,,,59.65393481,71.55538395,66.36646676,0,0,0,0,0,0,0,197.6,93.4
2008,2,C,2,Aviation 2,C,148,CO,CO,10,16.8,,,,,,,,,,62.4217651,0,0,0,0,0,0,0,0,0,62.4,63.6
2008,2,C,2,Aviation 2,C,149,CO,FE,6.4,19.1,19.7,19.7,,,,,,,,75.68040889,79.27705972,79.27705972,0,0,0,0,0,0,0,234.2,101.4
2008,2,C,2,Aviation 2,C,150,CA,CA,7.1,23.4,31.1,31.5,,,,,,,,102.6488778,157.3283189,160.3755854,0,0,0,0,0,0,0,420.4,142.4
2008,2,C,2,Aviation 2,C,151,CA,CF,6.5,11.5,11.5,18.6,18.7,,,,,,,35.33766184,35.33766184,72.72607724,73.31379788,0,0,0,0,0,0,216.7,97.6
2008,2,C,2,Aviation 2,C103,152,CO,PC,9.1,23.6,23.6,,,,,,,,,103.9686704,103.9686704,0,0,0,0,0,0,0,0,207.9,95.6
2008,2,C,2,Aviation 2,C,153,CO,CO,6.5,26.5,26.5,26.3,25.3,,,,,,,123.7253422,123.7253422,122.3263046,115.4113435,0,0,0,0,0,0,485.2,156.6
2008,2,C,2,Aviation 2,C,154,CO,FE,6.5,21.4,21.4,24.5,24.5,,,,,,,89.76528156,89.76528156,109.9769045,109.9769045,0,0,0,0,0,0,399.5,137.8
2008,2,C,2,Aviation 2,C,155,CA,CA,5.4,18.6,18.6,16.7,16.7,,,,,,,72.72607724,72.72607724,61.86485183,61.86485183,0,0,0,0,0,0,269.2,109.1
2008,2,C,2,Aviation 2,C,156,CA,CF,6.9,,,,,,,,,,,6.9,,,,,,,,,,6.9,51.4
2008,2,C,2,Aviation 2,C,157,CO,PC,9.5,17.4,,,,,,,,,,65.79800998,0,0,0,0,0,0,0,0,0,65.8,64.4
2008,2,C,2,Aviation 2,C,158,CO,CO,6.4,18.4,19,22.5,22.5,,,,,,,71.55538395,75.08640519,96.77996489,96.77996489,0,0,0,0,0,0,340.2,124.7
2008,2,C,2,Aviation 2,C,159,CO,FE,6,26.1,27,21.5,21,,,,,,,120.9325882,127.2460848,90.3956755,87.25848444,0,0,0,0,0,0,425.8,143.6
2008,2,C,2,Aviation 2,C,160,CA,CA,6.2,26.2,24.5,26.2,,,,,,,,121.62878,109.9769045,121.62878,0,0,0,0,0,0,0,353.2,127.6
2008,2,C,2,Aviation 2,C,161,CA,CF,6.5,15.1,15.1,19.9,19.9,,,,,,,53.18468335,53.18468335,80.48827786,80.48827786,0,0,0,0,0,0,267.3,108.7
2008,2,C,2,Aviation 2,C,162,CO,PC,14.9,23.5,23.5,,,,,,,,,103.3080705,103.3080705,0,0,0,0,0,0,0,0,206.6,95.3
2008,2,C,2,Aviation 2,C,163,CO,CO,14.5,,,,,,,,,,,14.5,,,,,,,,,,14.5,53.1
2008,2,C,2,Aviation 2,C,164,CO,FE,none,18,18,25.2,25.2,,,,,,,69.23310981,69.23310981,114.7272633,114.7272633,0,0,0,0,0,0,367.9,130.8
2008,2,C,2,Aviation 2,C,165,CA,CA,10.5,20.9,20.9,24.5,24.5,,,,,,,86.63549724,86.63549724,109.9769045,109.9769045,0,0,0,0,0,0,393.2,136.4
2008,2,C,3,Para 3,C,166,CA,CF,6.6,25,25,20,20.5,11,,,,,,113.3631824,113.3631824,81.09618212,84.15850327,33.05665018,0,0,0,0,0,425,143.4
2008,2,C,3,Para 3,C,167,CO,PC,6.1,23.5,22.8,19.5,19.5,,,,,,,103.3080705,98.72344028,78.07198785,78.07198785,0,0,0,0,0,0,358.2,128.7
2008,2,C,3,Para 3,C,168,CO,CO,8,16,16.3,9.6,,,,,,,,58.01346269,59.65393481,26.94707494,0,0,0,0,0,0,0,144.6,81.7
